key,speech_date,speech_time,company_id,company_name,subject,matched_keywords,enterDate,marketKind,serialNumber,detail_json,fetched_at_tw
1150202|sii|2338|1,115/02/02,17:38:16,2338,光罩,公告本公司現金增資發行新股認股基準日等相關事宜(補充公告發行價格暨代收及存儲價款行庫),現金增資,1150202,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""2338"", ""data"": [[1, ""115/02/02"", ""17:38:16"", ""楊貽婷"", ""財務長"", ""(03)563-4370#618"", ""公告本公司現金增資發行新股認股基準日等相關事宜\r\n(補充公告發行價格暨代收及存儲價款行庫)"", ""11"", ""115/02/02"", ""1.董事會決議或公司決定增資基準日期:115/01/14\n2.是否採總括申報發行新股(是，請併敘明預定發行期間/否):否\n3.主管機關申報生效日期:114/11/28\n4.董事會決議(追補)發行日期:114/05/28\n5.發行總金額及股數:\n發行總面額：新台幣500,000仟元。\n發行總股數：50,000仟股。\n6.採總括申報發行新股案件，本次發行金額及股數:不適用。\n7.採總括申報發行新股案件，本次發行後，剩餘之金額及股數餘額:不適用。\n8.每股面額:新台幣10元。\n9.發行價格:每股新台幣32元(補充公告)。\n10.員工認股股數:增資發行新股數之10%，計5,000仟股，由員工認購。\n11.原股東認購比率:\n增資發行新股數之80%，計40,000仟股。\n由原股東按認股基準日股東名簿所載之持股比例認購。\n12.公開銷售方式及股數:\n增資發行新股數之10%，計5,000仟股，以公開申購方式對外公開承銷。\n13.畸零股及逾期未認購股份之處理方式:\n原股東認購不足一股之畸零股，得由股東自停止過戶日起五日內自行向本公司股務\n代理機構辦理拼湊事宜，逾期未辦理；及原股東及員工放棄認購或拼湊不足一股之\n畸零股部份，授權董事長洽特定人按發行價格認購之。\n14.本次發行新股之權利義務:與原已發行之股份相同。\n15.本次增資資金用途:償還銀行借款。\n16.現金增資認股基準日:115/02/15\n17.最後過戶日:115/02/10\n18.停止過戶起始日期:115/02/11\n19.停止過戶截止日期:115/02/15\n20.股款繳納期間:\n(1)原股東及員工股款繳納期間:115/03/02~115/03/06\n(2)特定人股款繳納期間:115/03/09~115/03/13\n21.與代收及專戶存儲價款行庫訂約日期:115/02/02(補充公告)。\n22.委託代收存款機構:第一商業銀行 竹科分行(補充公告)。\n23.委託存儲款項機構:安泰商業銀行 營業部(補充公告)。\n24.其他應敘明事項:\n(1)本公司辦理現金增資發行新股乙案，業經金融監督管理委員會114年11月28日\n金管證發字第1140364181號函申報生效在案。並經金融監督管理委員會115年1月21日\n金管證發字第1150331408號函核准延長募集期間。\n(2)除權交易日：115/02/09。\n(3)本次現金增資發行新股之重要內容及發行相關事宜，如遇法令變更、經主管機關\n修正、指示或要求，或因應客觀環境需要而須修正或調整時，授權董事長全權處理。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""光罩""}, ""datetime"": ""115/02/03 23:09:53""}",2026-02-03 23:09:51
1150203|sii|1590|1,115/02/03,15:38:12,1590,亞德客-KY,公告本公司2026年1月份自結合併營收,自結合併,1150203,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""1590"", ""data"": [[1, ""115/02/03"", ""15:38:12"", ""曹永祥"", ""集團副總經理"", ""(02)2719-7538"", ""公告本公司2026年1月份自結合併營收"", ""51"", ""115/02/03"", ""1.事實發生日:115/02/03\n2.公司名稱:AIRTAC INTERNATIONAL GROUP 亞德客國際集團\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:不適用\n6.因應措施:不適用\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n本月份接單金額持續大於出貨金額且接單及出貨持續優於公司預期，本月份營收亦創公\n司歷史新高，愈來愈多客戶對未來需求呈現正面看法，驗證公司對整體氣動產業及市場\n需求已逐步回溫的預測。惟因每年中國春節假期的時間點不同，影響狀況亦不同，建議\n宜將一月份及二月份的相關數據合併評估。此外，中美之間的關稅議題在近期似乎有緩\n解的跡象，且公司預期政府仍會視狀況持續發佈政策支持，公司對2026年度氣動行業需\n求及公司整體發展狀況維持樂觀看法。2026年1月份來自電池行業、通用機械、機床設\n備、包裝行業及電子行業有較好之出貨，集團合併營收為人民幣817,845仟元，較去年同\n期增加65%；若以新台幣計價為3,702,382仟元，較去年同期增加67%。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""亞德客-KY""}, ""datetime"": ""115/02/03 23:09:54""}",2026-02-03 23:09:51
1150203|sii|1313|1,115/02/03,16:22:22,1313,聯成,公告本公司辦理庫藏股註銷減資變更登記完成,庫藏股,1150203,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""1313"", ""data"": [[1, ""115/02/03"", ""16:22:22"", ""張嘉麟"", ""專案經理"", ""(02)26517889-6003"", ""公告本公司辦理庫藏股註銷減資變更登記完成"", ""36"", ""115/02/03"", ""1.主管機關核准減資日期:115/02/02\n2.辦理資本變更登記完成日期:115/02/02\n3.對財務報告之影響（含實收資本額與流通在外股數之差異與對每股淨值之影響）:\n (1)庫藏股股份註銷減資前：\n    實收資本額為新台幣13,508,461,070元\n    流通在外股數為1,330,846,107股\n    每股淨值為新台幣22.32元\n (2)庫藏股股份註銷減資後：\n    實收資本額為新台幣13,308,461,070元\n    流通在外股數為1,330,846,107股\n    每股淨值為新台幣22.32元\n 註：每股淨值係以本公司114年第三季經會計師核閱之合併財務報表為設算依據。\n4.預計換股作業計畫:不適用\n5.預計減資新股上市後之上市普通股股數:不適用\n6.預計減資新股上市後之上市普通股股數占已發行普通股比率\n （減資後上市普通股股數/減資後已發行普通股股數）:不適用\n7.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，請說明股權流通性偏低\n  之因應措施:不適用\n8.其他應敘明事項:\n (1)本公司依證券交易法第28條之2第4項規定，辦理註銷股份20,000,000股。\n (2)本公司減資變更登記業經經濟部115年2月2日經授商字第11430186590號函核准\n    在案，並於115年2月3日接獲變更登記核准函。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""聯成""}, ""datetime"": ""115/02/03 23:09:54""}",2026-02-03 23:09:51
1150203|sii|3040|1,115/02/03,17:17:33,3040,遠見,公告本公司庫藏股買回數量累積達已發行股份總數百分之二,庫藏股,1150203,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""3040"", ""data"": [[1, ""115/02/03"", ""17:17:33"", ""黃庭洋"", ""總經理"", ""(02)2257-8866"", ""公告本公司庫藏股買回數量累積達已發行股份總數百分之二"", ""35"", ""115/02/03"", ""1.本次買回股份數量累積達公司已發行股份總額百分之二或金額達新台幣三億元以上之日期:115/02/03\r\n2.本次買回股份數量(股):985,000\r\n3.本次買回股份總金額(元):53,631,357\r\n4.本次平均每股買回價格(元):54.45\r\n5.於買回期間內累積已持有自己公司股份數量(股):2,651,000\r\n6.於買回期間內累積已持有自己公司股份數量占公司已發行股份總數之比率(%):4.21\r\n7.其他應敘明事項:\r\n無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""遠見""}, ""datetime"": ""115/02/03 23:09:55""}",2026-02-03 23:09:51
1150203|sii|1563|1,115/02/03,17:49:06,1563,巧新,公告本公司庫藏股買回數量達已發行股份總數百分之二,庫藏股,1150203,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""1563"", ""data"": [[1, ""115/02/03"", ""17:49:06"", ""王惠斐"", ""經理"", ""05-5512288"", ""公告本公司庫藏股買回數量達已發行股份總數百分之二"", ""35"", ""115/02/03"", ""1.本次買回股份數量累積達公司已發行股份總額百分之二或金額達新台幣三億元以上之日期:115/02/03\r\n2.本次買回股份數量(股):4,627,000\r\n3.本次買回股份總金額(元):221,300,808\r\n4.本次平均每股買回價格(元):47.83\r\n5.於買回期間內累積已持有自己公司股份數量(股):4,627,000\r\n6.於買回期間內累積已持有自己公司股份數量占公司已發行股份總數之比率(%):2.00\r\n7.其他應敘明事項:\r\n無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""巧新""}, ""datetime"": ""115/02/03 23:09:55""}",2026-02-03 23:09:51
1150202|otc|5230|1,115/02/02,17:56:00,5230,雷笛克光學,公告本公司庫藏股買回期間屆滿及執行情形,庫藏股,1150202,otc,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上櫃公司"", ""companyId"": ""5230"", ""data"": [[1, ""115/02/02"", ""17:56:00"", ""蘇育平"", ""總經理室營運副總"", ""02-82276126"", ""公告本公司庫藏股買回期間屆滿及執行情形"", ""35"", ""115/02/02"", ""1.原預定買回股份總金額上限(元):740,777,085\r\n2.原預定買回之期間:114/12/03~115/02/02\r\n3.原預定買回之數量(股):1,500,000\r\n4.原預定買回區間價格(元):13.00~24.00\r\n5.本次實際買回期間:114/12/03~115/02/02\r\n6.本次已買回股份數量(股):1,231,000\r\n7.本次已買回股份總金額(元):22,864,016\r\n8.本次平均每股買回價格(元):18.57\r\n9.累積已持有自己公司股份數量(股):1,231,000\r\n10.累積已持有自己公司股份數量占公司已發行股份總數之比率(%):2.20\r\n11.本次未執行完畢之原因:\r\n為兼顧巿場機制，並維護股東權益，本公司視股價變化採分批買回，故本次買回本公司股票未執完畢。\r\n12.其他應敘明事項:\r\n無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""雷笛克光學""}, ""datetime"": ""115/02/03 23:09:56""}",2026-02-03 23:09:51
1150202|otc|6841|4,115/02/02,17:58:32,6841,長佳智能,本公司擬參與長聯科技股份有限公司預計辦理之現金增資案,現金增資,1150202,otc,4,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上櫃公司"", ""companyId"": ""6841"", ""data"": [[4, ""115/02/02"", ""17:58:32"", ""李友錚"", ""總經理兼總管理處長"", ""04-2321-3838"", ""本公司擬參與長聯科技股份有限公司預計辦理之現金增資案"", ""53"", ""115/02/02"", ""1.事實發生日:115/02/02\n2.公司名稱:長佳智能股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:無\n5.發生緣由:因應長聯科技股份有限公司協作型機器人海外佈局擴展業務，\n本公司擬參與該公司預計辦理之現金增資，以取得其普通股股份，\n預計投資金額為新台幣328,540,000元整，對該公司持股比率預計增至50.01%。\n6.因應措施:本公司將依相關法令規定以現金方式認購長聯科技\n股份有限公司預計增資發行之普通股股份\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，\n本則重大訊息同時符合證券交易法施行細則第7條第9款所定\n對股東權益或證券價格有重大影響之事項):無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""長佳智能""}, ""datetime"": ""115/02/03 23:09:57""}",2026-02-03 23:09:51
1150202|otc|6264|1,115/02/02,18:01:25,6264,富裔,公告本公司114年12月自結合併財務報告之負債比率、流動比率及速動比率,自結合併,1150202,otc,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上櫃公司"", ""companyId"": ""6264"", ""data"": [[1, ""115/02/02"", ""18:01:25"", ""祝泓真"", ""特助"", ""(02)28834707"", ""公告本公司114年12月自結合併財務報告之負債比率\r\n、流動比率及速動比率"", ""53"", ""115/02/02"", ""1.事實發生日:115/02/02\n2.發生緣由:依據櫃檯買賣中心112/4/10證櫃監字第1120200652號函辦理。\n3.財務資訊年度月份:114年12月\n4.自結流動比率:208.90%\n5.自結速動比率:76.69%\n6.自結負債比率:75.42%\n7.因應措施:無\n8.其他應敘明事項:無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""富裔""}, ""datetime"": ""115/02/03 23:09:57""}",2026-02-03 23:09:51
1150202|otc|8477|1,115/02/02,19:38:46,8477,創業家,公告本公司董事會決議不繼續辦理113年第2次股東臨時會通過之私募普通股案,私募普通股,1150202,otc,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上櫃公司"", ""companyId"": ""8477"", ""data"": [[1, ""115/02/02"", ""19:38:46"", ""蔡忠佑"", ""總經理"", ""06-2796896"", ""公告本公司董事會決議不繼續辦理113年第2次股東臨時會\r\n通過之私募普通股案"", ""16"", ""115/02/02"", ""1.董事會決議變更日期:115/02/02\n2.原計畫申報生效日期:113/12/06\n3.追補發行日期:不適用\n4.變動原因:\n  (1)本公司於113年12月6日第2次股東臨時會決議，通過在不超過50,000,000股之額\n     度內授權董事會於股東會決議之日起一年內分二次辦理私募普通股。\n  (2)上述私募案已發行30,000,000股，尚未完成辦理之額度20,000,000股，因原計\n     畫仍屬可行，故經董事會決議不繼續辦理前述私募普通股案。此案將於115年\n     股東常會提出報告。\n5.歷次變更前後募集資金計畫:不適用\n6.預計執行進度:不適用\n7.預計完成日期:不適用\n8.預計可能產生效益:不適用\n9.與原預計效益產生之差異:不適用\n10.本次變更對股東權益之影響:不適用\n11.原主辦承銷商評估意見摘要:不適用\n12.其他應敘明事項:無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""創業家""}, ""datetime"": ""115/02/03 23:09:58""}",2026-02-03 23:09:51
1150202|otc|2755|1,115/02/03,13:32:43,2755,揚秦,公告本公司董事會訂定國內第一次無擔保轉換公司債轉換發行新股之增資基準日,公司債,1150202,otc,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上櫃公司"", ""companyId"": ""2755"", ""data"": [[1, ""115/02/03"", ""13:32:43"", ""蔡國憲"", ""總經理室專案處長"", ""03-3412298"", ""公告本公司董事會訂定國內第一次\r\n無擔保轉換公司債轉換發行新股之增資基準日"", ""11"", ""115/02/03"", ""1.董事會決議日期:115/02/03\n2.增資資金來源:國內第一次無擔保轉換公司債轉換。\n3.是否採總括申報發行新股(是，請併敘明預定發行期間/否):否\n4.全案發行總金額及股數(如屬盈餘或公積轉增資，發行股數則不含配發給員工部分):\n發行總金額:新台幣1,776,140元\n發行股數: 177,614股\n5.採總括申報發行新股案件，本次發行金額及股數:不適用。\n6.採總括申報發行新股案件，本次發行後，剩餘之金額及股數餘額:不適用。\n7.每股面額:新台幣10元。\n8.發行價格:不適用。\n9.員工認購股數或配發金額:不適用。\n10.公開銷售股數:不適用。\n11.原股東認購或無償配發比例(請註明暫定每仟股認購或配發股數):不適用。\n12.畸零股及逾期未認購股份之處理方式:不適用。\n13.本次發行新股之權利義務:與原流通在外股份相同。\n14.本次增資資金用途:不適用。\n15.其他應敘明事項:\n訂定115年02月04日為公司債轉換普通股之增資基準日\n，並依法令規定辦理相關變更登記事宜。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""揚秦""}, ""datetime"": ""115/02/03 23:09:58""}",2026-02-03 23:09:51
