key,speech_date,speech_time,company_id,company_name,subject,matched_keywords,enterDate,marketKind,serialNumber,detail_json,fetched_at_tw
1150212|sii|3006|1,115/02/12,09:26:11,3006,晶豪科,公告晶豪科股份有限公司國內第一次無擔保轉換公司債(簡稱：晶豪科一，代碼：30061)發行公司行使債券贖回權暨訂於115年04月09日終止櫃檯買賣等相關事宜。,公司債,1150212,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""3006"", ""data"": [[1, ""115/02/12"", ""09:26:11"", ""吳鴻基"", ""特別助理"", ""03-5781-970"", ""公告晶豪科股份有限公司國內第一次無擔保轉換公司債(簡稱：晶豪科一，代碼：30061)發行公司行使債券贖回權暨訂於115年04月09日終止櫃檯買賣等相關事宜。"", ""51"", ""115/02/12"", ""內容：依晶豪科一發行及轉換辦法第十八條規定辦理。\n發行公司於115年03月09日至115年04月08日行使債券贖回權，贖回權價格為債券面額之100.0000%\n(一)、依本公司國內第一次無擔保轉換公司債發行及轉換辦法(簡稱： 晶豪科一，代碼：30061\n      )第十八條第(一)項規定，本轉換公司債發行滿三個月翌日(113年1月28日)起至發行期間\n      屆滿前四十日(115年9月17日)止，若本公司普通股收盤價&#63898;續三十個營業日超過當時轉\n      換價格達30%(含)時，本公司得於其後三十個營業日內，以掛號寄發一份三十日期滿之\n     「債券收回通知書」(前述期間自本公司發信之日起算，並以該期間屆滿日為債券收回基\n      準日，且前述期間不得為本轉換公司債之停止轉換期間)予債券持有人(以「債券收回通\n      知書」寄發日前第五個營業日債券持有人名冊所載者為準，對於其後因買賣或其他原因\n      始取得本轉換公司債之債券持有人，則以公告方式為之)，贖回價格訂為本轉換公司債面\n      額，以現金收回其全部債券，並函請櫃買中心公告。本公司執行收回請求，應於債券收\n      回基準日後五個營業日(含第五個營業日)內，按債券面額以現金贖回其&#63946;通在外之本轉\n      換公司債。\n(二)、本轉換公司債贖回權行使相關資訊規定如下：\n      1、債券收回價款：每張按債券面額100,000元，以現&#63754;贖回債券面額。\n      2、掛號寄發債券收回通知書日期：115 &#63886;03 月09日。\n      3、轉換債收回基準日：115年04月08日。\n      4、轉換債終止上櫃買賣日：115年04月09日。\n      5、債券收回期間：115年03月09日至115年04月08日，因本債券為無實體發行，故請債權\n         人得自債券收回通知開始日之前一個營業日 (115年03月06日)起至屆滿日之前一個營\n         業日(115年4月7日)止向往來證券商辦理贖回手續，逾期恕不受理。\n(三)、債券收回程序：\n      1、本轉換債採無實體發行，請檢附以下文件至原交易券商辦理債券贖回手續，由交易券\n         商於收件後向臺灣集中保管結算所提出申請，於送達時即生效力，且不得申請撤銷。\n         (1)『有價證券轉(交)換/買(贖/賣)回/註銷/認股/覆約/兌回帳簿劃撥作業申請書』\n             127表單（註明贖回）（可由各券商取得)，並加蓋集保帳戶印鑑。\n         (2)證券存摺。\n      2、債券收回之相關稅賦暨利息所得扣取補充保費：因本次收回無利息補償，故&#63847;適用。\n      3、轉換債價款發放日：115年04月15日，採匯款方式撥入債權人留存於交易證券商之款\n         項劃撥帳號將收回價款扣除匯費後，以匯款方式支付各債券持有人。\n      4、債權人若已將持有之轉換公司債申請轉換或出售，則本通知書自動無效。\n      5、如債券持有人不欲公司行使贖回權，擬請求將本轉換公司債轉換為普通股，最遲應於\n         115年04月10日前至往來證券商辦理轉換手續。\n      6、公司股務代理機構（包括地址及電話）: 群益金鼎證券股份有限公司股務代理部，地\n         址：台北市敦化南路二段97號地下二樓，電話：(02)2702-3999\n警語：請投資人注意，具有請求轉換資格者，如未於115年4月10日前以書面至往來證券辦理請求\n      轉換普通股，本公司將按面額計算以現金收回其全部債券。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""晶豪科""}, ""datetime"": ""115/02/12 21:04:29""}",2026-02-12 21:04:26
1150212|sii|8021|1,115/02/12,13:53:23,8021,尖點,公告本公司國內第二次無擔保轉換公司債之發行，已依中國證監會發布之，「境內企業境外發行證券和上市管理試行辦法」進行備案,公司債,1150212,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""8021"", ""data"": [[1, ""115/02/12"", ""13:53:23"", ""張家齊"", ""管理中心協理"", ""(02)26805868"", ""公告本公司國內第二次無擔保轉換公司債之發行，已依\r\n中國證監會發布之，「境內企業境外發行證券和上市管理試行\r\n辦法」進行備案"", ""51"", ""115/02/12"", ""1.事實發生日:115/02/12\n2.公司名稱:尖點科技股份有限公司。\n3.與公司關係(請輸入本公司或子公司):本公司。\n4.相互持股比例:不適用。\n5.發生緣由:因應中國證券監督管理委員會發布之「境內企業\n境外發行證券和上市管理試行辦法」(以下稱「試行辦法」)辦理。\n6.因應措施:\n本公司因辦理114年現金增資發行新股，依中國證監會\n發布之試行辦法規定，已於115/02/12向中國證監會進行備案。\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n無。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""尖點""}, ""datetime"": ""115/02/12 21:04:29""}",2026-02-12 21:04:26
1150212|sii|8021|3,115/02/12,14:15:05,8021,尖點,(更正主旨)公告本公司114年現金增資已依中國證監會發布之「境內企業境外發行證券和上市管理試行辦法」進行備案,現金增資,1150212,sii,3,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""8021"", ""data"": [[3, ""115/02/12"", ""14:15:05"", ""張家齊"", ""管理中心協理"", ""(02)26805868"", ""(更正主旨)公告本公司114年現金增資已依中國證監會發\r\n布之「境內企業境外發行證券和上市管理試行辦法」進行備案"", ""51"", ""115/02/12"", ""1.事實發生日:115/02/12\n2.公司名稱:尖點科技股份有限公司。\n3.與公司關係(請輸入本公司或子公司):本公司。\n4.相互持股比例:不適用。\n5.發生緣由:因應中國證券監督管理委員會發布之「境內企業\n境外發行證券和上市管理試行辦法」(以下稱「試行辦法」)辦理。\n6.因應措施:\n本公司因辦理114年現金增資發行新股，依中國證監會\n發布之試行辦法規定，已於115/02/12向中國證監會進行備案。\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n無。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""尖點""}, ""datetime"": ""115/02/12 21:04:31""}",2026-02-12 21:04:26
1150212|sii|9938|1,115/02/12,14:32:10,9938,百和,公告本公司115年1月份自結合併損益相關資訊,自結合併,1150212,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""9938"", ""data"": [[1, ""115/02/12"", ""14:32:10"", ""葉桂珠"", ""副總經理"", ""04-7565307"", ""公告本公司115年1月份自結合併損益相關資訊"", ""51"", ""115/02/12"", ""1.事實發生日:115/02/12\n2.公司名稱:台灣百和工業股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用。\n5.發生緣由:公告本公司115年1月份自結合併損益相關資訊。\n6.因應措施:發佈重大訊息說明。\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n     項目        　　 115年1月       114年1月      差異比率\n------------------  ------------   ------------   ----------\n合併營業收入淨額     $1,565,417     $1,285,001　      21.8%\n(新台幣仟元)\n合併營業淨利         $　234,458     $  185,091　      26.7%\n(新台幣仟元)\n合併稅前淨利　     　$　196,869 　  $  149,773　      31.4%\n(新台幣仟元)\n合併稅後淨利 　　    $　137,562  　 $  110,166　      24.9%\n(新台幣仟元)\n歸屬於台灣百和淨利　 $  106,119　   $   93,210　      13.8%\n(新台幣仟元)\n基本每股盈餘         $     0.36     $     0.31\n(新台幣元)\n註：前述財務資料係本公司自結數，尚未經會計師查核(核閱)。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""百和""}, ""datetime"": ""115/02/12 21:04:32""}",2026-02-12 21:04:26
1150130|sii|2439|1,115/02/12,14:38:50,2439,美律,代重要子公司MERRYELECTRONICS(SINGAPORE)PTELTD.公告董事會決議現金增資發行新股,現金增資,1150130,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""2439"", ""data"": [[1, ""115/02/12"", ""14:38:50"", ""黃朝豊"", ""總裁"", ""04-23590811"", ""代重要子公司MERRY ELECTRONICS (SINGAPORE) PTE LTD.\r\n公告董事會決議現金增資發行新股"", ""11"", ""115/02/12"", ""1.董事會決議日期:115/02/12\n2.增資資金來源:本公司100%現金增資\n3.是否採總括申報發行新股(是，請併敘明預定發行期間/否):否\n4.全案發行總金額及股數(如屬盈餘或公積轉增資，發行股數則不含配發給員工部分):\n(1)發行總金額：新加坡幣11,200,000\n(2)發行總股數：11,200,000股\n5.採總括申報發行新股案件，本次發行金額及股數:不適用\n6.採總括申報發行新股案件，本次發行後，剩餘之金額及股數餘額:不適用\n7.每股面額:新加坡幣1元\n8.發行價格:新加坡幣1元\n9.員工認購股數或配發金額:不適用\n10.公開銷售股數:不適用\n11.原股東認購或無償配發比例:不適用\n12.畸零股及逾期未認購股份之處理方式:不適用\n13.本次發行新股之權利義務:與原股份相同\n14.本次增資資金用途:充實營運資金\n15.其他應敘明事項:無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""美律""}, ""datetime"": ""115/02/12 21:04:33""}",2026-02-12 21:04:26
1150212|sii|2492|1,115/02/12,14:54:32,2492,華新科,本公司代子公司釜屋電機株式會社公告取得松尾電機株式會社私募普通股,私募普通股,1150212,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""2492"", ""data"": [[1, ""115/02/12"", ""14:54:32"", ""李定珠"", ""副總"", ""(02)2723-0887"", ""本公司代子公司釜屋電機株式會社公告取得\r\n松尾電機株式會社私募普通股"", ""24"", ""115/02/12"", ""1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，\r\n如股息率等）:\r\n松尾電機株式會社對特定人發行之普通股股份\r\n2.事實發生日:115/02/12\r\n3.交易單位數量、每單位價格及交易總金額:\r\n交易單位數量 :  627,000 股            \r\n每單位價格 :  JPY811 元  \r\n交易總金額: 約計JPY508,497,000元\r\n4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司\r\n之關係人者，得免揭露其姓名）:\r\n交易相對人：松尾電機株式會社 \r\n與公司之關係：係釜屋電機株式會社採權益法評價的轉投資\r\n5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及\r\n前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之\r\n關係、前次移轉日期及移轉金額:\r\n不適用\r\n6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告\r\n關係人之取得及處分日期、價格及交易當時與公司之關係:\r\n不適用\r\n7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分\r\n債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人\r\n之債權帳面金額:\r\n不適用\r\n8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表\r\n說明認列情形）:\r\n不適用\r\n9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要\r\n約定事項:\r\n於2026年4月中前付款\r\n10.本次交易之決定方式、價格決定之參考依據及決策單位:\r\n釜屋電機株式會社董事會\r\n11.取得或處分有價證券標的公司每股淨值:191.00\r\n12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:否\r\n13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、\r\n持股比例及權利受限情形（如質押情形）:\r\n(1)累積持有本交易證券（含本次交易）之數量：1,503,300 股 \r\n(2)累積持有本交易證券（含本次交易）之金額：JPY1,411,501 仟元 \r\n(3)持股比例： 39.18% \r\n(4)權利受限情形：無\r\n14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財\r\n務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額:\r\n(1)占公司最近期財務報表中總資產： 0.14%\r\n(2)占公司歸屬於母公司業主之權益：0.22%\r\n(3)最近期財務報表中營運資金：-NTD 7,345,592仟元\r\n15.經理人及經紀費用:\r\n無\r\n16.取得或處分之具體目的或用途:\r\n配合松尾電機之產品線擴充計畫，增進雙方合作關係。\r\n17.本次交易表示異議董事之意見:\r\n不適用\r\n18.本次交易為關係人交易:\r\n是\r\n19.董事會通過日期:\r\n不適用\r\n20.監察人承認或審計委員會同意日期:\r\n不適用\r\n21.本次交易會計師出具非合理性意見:不適用\r\n22.會計師事務所名稱:\r\n不適用\r\n23.會計師姓名:\r\n不適用\r\n24.會計師開業證書字號:\r\n不適用\r\n25.其他敘明事項:\r\n各自考量投資佈局策略後，經各董事會決議後進行交易。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""華新科""}, ""datetime"": ""115/02/12 21:04:34""}",2026-02-12 21:04:26
1150212|sii|3702|1,115/02/12,14:58:26,3702,大聯大,公告本公司修訂「國內第二次無擔保轉換公司債發行及轉換辦法」業經金融監督管理委員會核准,公司債,1150212,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""3702"", ""data"": [[1, ""115/02/12"", ""14:58:26"", ""袁興文"", ""副總"", ""(02)2191-0068#85268"", ""公告本公司修訂「國內第二次無擔保轉換公司債發行及轉換辦\r\n法」業經金融監督管理委員會核准"", ""51"", ""115/02/12"", ""1.事實發生日:115/02/12\n2.公司名稱:大聯大控股股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:本公司依據金融監督管理委員會114年5月5日金管證發字第1140382105號函\n規定，修訂「國內第二次無擔保轉換公司債發行及轉換辦法」，業經金融監督管理委\n員會115年2月11日金管證發字第1150332766號函申報生效在案。\n6.因應措施:無\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n本公司「國內第二次無擔保轉換公司債發行及轉換辦法」修訂條文對照內容，請參閱　\n本公司114年12月23日發布之重大訊息，申報核准後完整「國內第二次無擔保轉換公司\n債發行及轉換辦法」，請至公開資訊觀測站「債券發行資料查詢」。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""大聯大""}, ""datetime"": ""115/02/12 21:04:35""}",2026-02-12 21:04:26
1150212|sii|3702|2,115/02/12,14:58:48,3702,大聯大,公告本公司修訂「國內第三次無擔保轉換公司債發行及轉換辦法」業經金融監督管理委員會核准,公司債,1150212,sii,2,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""3702"", ""data"": [[2, ""115/02/12"", ""14:58:48"", ""袁興文"", ""副總"", ""(02)2191-0068#85268"", ""公告本公司修訂「國內第三次無擔保轉換公司債發行及轉換辦\r\n法」業經金融監督管理委員會核准"", ""51"", ""115/02/12"", ""1.事實發生日:115/02/12\n2.公司名稱:大聯大控股股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:本公司依據金融監督管理委員會114年5月5日金管證發字第1140382105號函\n規定，修訂「國內第三次無擔保轉換公司債發行及轉換辦法」，業經金融監督管理委\n員會115年2月11日金管證發字第1150332766號函申報生效在案。\n6.因應措施:無\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n本公司「國內第三次無擔保轉換公司債發行及轉換辦法」修訂條文對照內容，請參閱　\n本公司114年12月23日發布之重大訊息，申報核准後完整「國內第三次無擔保轉換公司\n債發行及轉換辦法」，請至公開資訊觀測站「債券發行資料查詢」。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""大聯大""}, ""datetime"": ""115/02/12 21:04:36""}",2026-02-12 21:04:26
1150212|sii|2886|1,115/02/12,16:28:50,2886,兆豐金,公告本公司暨主要子公司115年1月份自結合併盈餘,自結合併,1150212,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""2886"", ""data"": [[1, ""115/02/12"", ""16:28:50"", ""丁涵茵"", ""副總經理"", ""23578888#116"", ""公告本公司暨主要子公司115年1月份自結合併盈餘"", ""51"", ""115/02/12"", ""1.事實發生日:115/02/12\n2.公司名稱:兆豐金融控股股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:公告本公司暨主要子公司115年1月份自結合併盈餘\n6.因應措施:無\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n公告本公司暨主要子公司115年1月份業績資料：\n　　　　　　　當月稅前 當月稅後 累積稅前  累積稅後  累積每股\n　　　　　　　　盈餘     盈餘     盈餘      盈餘    稅後盈餘\n　　　　　　　 (億元)   (億元)   (億元)    (億元)     (元)\n兆豐金控        49.43    41.58    49.43     41.58     0.28\n兆豐銀行        38.57    32.15    38.57     32.15     0.32\n兆豐證券         6.77     6.17     6.77      6.17     0.53\n兆豐票券         3.45     2.76     3.45      2.76     0.18\n兆豐產險         1.12     0.90     1.12      0.90     0.27\n註:兆豐金控115年1月31日每股淨值26.90元。\n註:累計至1月未適用巨災保險準備金之累計每股稅後盈餘\n   兆豐金控為0.28元、兆豐產險為0.27元。\n上述資料均係自結數字，未經會計師查核或核閱。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""兆豐金""}, ""datetime"": ""115/02/12 21:04:36""}",2026-02-12 21:04:26
1150212|sii|6257|1,115/02/12,16:31:51,6257,矽格,公告本公司取得機器設備達新台幣5億元以上,取得機器設備,1150212,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""6257"", ""data"": [[1, ""115/02/12"", ""16:31:51"", ""陳祺昌"", ""資深主計長"", ""03-5959213Ext1514"", ""公告本公司取得機器設備達新台幣5億元以上"", ""20"", ""115/02/12"", ""1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:\r\n機器設備及其零配件\r\n2.事實發生日:114/12/30~115/2/12\r\n3.董事會通過日期: 不適用\r\n4.其他核決日期:\r\n核決層級:董事長核決\r\n民國115年02月12日\r\n5.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:\r\n交易數量: 5 批等；交易總金額:約為新台幣 7.9 億元\r\n6.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關\r\n係人者，得免揭露其姓名）:\r\n愛德萬測試股份有限公司\r\n7.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之\r\n所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期\r\n及移轉金額:\r\n不適用\r\n8.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係\r\n人之取得及處分日期、價格及交易當時與公司之關係:\r\n不適用\r\n9.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明\r\n認列情形）:\r\n不適用\r\n10.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定\r\n事項:\r\n依訂單條件付款\r\n11.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及\r\n決策單位:\r\n(1)交易之決定方式：比價或議價\n(2)價格決定之參考依據：參考歷年交易資料和市場行情\n(3)決策單位：依公司核決權限辦理\r\n12.專業估價者事務所或公司名稱及其估價金額:\r\n不適用\r\n13.專業估價師姓名:\r\n不適用\r\n14.專業估價師開業證書字號:\r\n不適用\r\n15.估價報告是否為限定價格、特定價格或特殊價格:否或不適用\r\n16.是否尚未取得估價報告:否或不適用\r\n17.尚未取得估價報告之原因:\r\n不適用\r\n18.估價結果有重大差異時，其差異原因及會計師意見:\r\n不適用\r\n19.會計師事務所名稱:\r\n不適用\r\n20.會計師姓名:\r\n不適用\r\n21.會計師開業證書字號:\r\n不適用\r\n22.經紀人及經紀費用:\r\n不適用\r\n23.取得或處分之具體目的或用途:\r\n營業用途\r\n24.本次交易表示異議之董事之意見:\r\n不適用\r\n25.本次交易為關係人交易:否\r\n26.監察人承認或審計委員會同意日期:\r\n不適用\r\n27.本次交易係向關係人取得不動產或其使用權資產:否\r\n28.依「公開發行公司取得或處分資產處理準則」第十六條規定\r\n評估之價格:不適用\r\n29.依前項評估之價格較交易價格為低者，依同準則第十七條規\r\n定評估之價格:不適用\r\n30.前已就同一件事件發布重大訊息日期: 不適用\r\n31.其他敘明事項:\r\n無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""矽格""}, ""datetime"": ""115/02/12 21:04:38""}",2026-02-12 21:04:26
