key,speech_date,speech_time,company_id,company_name,subject,matched_keywords,enterDate,marketKind,serialNumber,detail_json,fetched_at_tw
1150126|sii|3715|2,115/01/27,18:10:29,3715,定穎投控,"代子公司DynamicTechnologyManufacturing(Thailand)Co.,Ltd.公告該董事會決議現金增資案",現金增資,1150126,sii,2,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""3715"", ""data"": [[2, ""115/01/27"", ""18:10:29"", ""劉國瑾"", ""總經理"", ""03-3493300"", ""代子公司Dynamic Technology Manufacturing (Thailand) Co.,\r\nLtd.公告該董事會決議現金增資案"", ""11"", ""115/01/27"", ""1.董事會決議日期:115/01/27\n2.增資資金來源:超穎電子電路股份有限公司透過100%轉投資之Dynamic Electronics\n Overseas Investment Holding Pte. Ltd.增加持股\n3.是否採總括申報發行新股(是，請併敘明預定發行期間/否):否\n4.全案發行總金額及股數(如屬盈餘或公積轉增資，發行股數則不含配發給員工部分):\n (1)發行總金額：泰銖3,000,000,000\n (2)發行總股數：30,000,000股\n5.採總括申報發行新股案件，本次發行金額及股數:不適用\n6.採總括申報發行新股案件，本次發行後，剩餘之金額及股數餘額:不適用\n7.每股面額:泰銖100\n8.發行價格:不適用\n9.員工認購股數或配發金額:不適用\n10.公開銷售股數:不適用\n11.原股東認購或無償配發比例:原股東認購100%\n12.畸零股及逾期未認購股份之處理方式:不適用\n13.本次發行新股之權利義務:與原發行之股數相同\n14.本次增資資金用途:經營發展需要\n15.其他應敘明事項:無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""定穎投控""}, ""datetime"": ""115/01/28 19:44:16""}",2026-01-28 19:44:15
1150127|sii|2317|1,115/01/27,18:27:30,2317,鴻海,公告本公司114年度海外第一次無擔保轉換公司債申請延長募集期間三個月，業經金融監督管理委員會准予備查,公司債,1150127,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""2317"", ""data"": [[1, ""115/01/27"", ""18:27:30"", ""巫俊毅"", ""副總經理"", ""2268-3466"", ""公告本公司114年度海外第一次無擔保轉換公司債申請延長\r\n募集期間三個月，業經金融監督管理委員會准予備查"", ""51"", ""115/01/27"", ""1.事實發生日:115/01/27\n2.公司名稱:鴻海精密工業股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:\n(1)本公司申報發行114年度海外第一次無擔保轉換公司債，上限總額為美金\n1,200,000,000元乙案，業經金融監督管理委員會（下稱金管會）民國114年\n11月3日金管證發字第1140361190號函同意申報生效在案。\n(2)本公司考量海外市場環境變化，擬尋求較佳的發行時點，以維護股東權益\n及確保資金募集之可行性，向金管會申請展延資金募集期間三個月，業經金管\n會115年1月27日金管證發字第1150332096號函准予備查在案。\n6.因應措施:無\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""鴻海""}, ""datetime"": ""115/01/28 19:44:17""}",2026-01-28 19:44:15
1150127|sii|2206|1,115/01/27,18:51:32,2206,三陽工業,公告本公司董事會決議買回庫藏股,庫藏股,1150127,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""2206"", ""data"": [[1, ""115/01/27"", ""18:51:32"", ""田人豪"", ""協理"", ""(03)5981911*1591"", ""公告本公司董事會決議買回庫藏股"", ""35"", ""115/01/27"", ""1.董事會決議日期:115/01/27\r\n2.買回股份目的:維護公司信用及股東權益\r\n3.買回股份種類:普通股\r\n4.買回股份總金額上限(元):16,203,885,366\r\n5.預定買回之期間:115/01/28~115/03/27\r\n6.預定買回之數量(股):5,000,000\r\n7.買回區間價格(元):42.00~69.00，公司股價低於區間價格下限，將繼續買回\r\n8.買回方式:自集中交易市場買回\r\n9.預定買回股份占公司已發行股份總數之比率(%):0.64\r\n10.申報時已持有本公司股份之累積股數(股):0\r\n11.申報前三年內買回公司股份之情形:\r\n第十五次買回5,693,000股，已辦理註銷。\r\n第十六次買回8,121,000股，已辦理註銷。\r\n12.已申報買回但未執行完畢之情形:\r\n本公司為維護股東權益及兼顧市場機制，視股價變化及成交量狀況採行分批買回策略，故未執行完畢。\r\n13.董事會決議買回股份之會議紀錄:\r\n本案業經民國115年01月27日董事會決議通過買回股份5,000,000股。\r\n14.「上市上櫃公司買回本公司股份辦法」第十條規定之轉讓辦法:\r\n不適用。\r\n15.「上市上櫃公司買回本公司股份辦法」第十一條規定之轉換或認股辦法:\r\n不適用。\r\n16.董事會已考慮公司財務狀況，不影響公司資本維持之聲明:\r\n上述買回股份總數，僅占本公司已發行股份之百分之0.64，且買回股份所需金額上限(以每\r\n股69元計算)僅占本公司最近期財務報表流動資產之百分之0.99，茲聲明本公司董事會已\r\n考慮公司財務狀況，上述股份之買回並不影響本公司資本之維持。\r\n17.會計師或證券承銷商對買回股份價格之合理性評估意見:\r\n依安侯建業聯合會計師事務所陳宗哲會計師出具之意見，本公司預計以每股42~69元買回本\r\n公司普通股股票5,000,000股，對本公司財務結構、每股淨值、每股盈餘、權益報酬率、速\r\n動比率、流動比率及現金流量狀況等之影響並不重大，並認為本公司預定買回股份之價格尚\r\n屬合理。\r\n18.其他證期局所規定之事項:\r\n無。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""三陽工業""}, ""datetime"": ""115/01/28 19:44:17""}",2026-01-28 19:44:15
1150127|sii|4927|1,115/01/27,19:01:10,4927,泰鼎-KY,公告本公司董事會決議不繼續辦理114年股東會通過現金增資發行普通股及/或現金增資私募普通股及/或私募海外或國內轉換公司債案,私募普通股|現金增資|公司債,1150127,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""4927"", ""data"": [[1, ""115/01/27"", ""19:01:10"", ""吳森田"", ""副總經理"", ""02-27170032"", ""公告本公司董事會決議不繼續辦理114年股東會通過\r\n現金增資發行普通股及/或現金增資私募普通股及\r\n/或私募海外或國內轉換公司債案"", ""16"", ""115/01/27"", ""1.董事會決議變更日期:115/01/27\n2.原計畫申報生效之日期:不適用\n3.追補發行之日期:不適用\n4.變動原因:\n  本公司114年5月28日股東常會決議通過辦理辦理現金增資發行普通股及/或現金增資\n  私募普通股及/或私募海外或國內轉換公司債案，授權董事會得於股東常會決議之日\n  起一年內，以不超過4,875萬股額度內，一次或分次(不超過三次)，本案將於115年\n  5月27日屆期，本公司因迄今尚未洽定合適應募人，故不繼續辦理本案計畫。\n5.歷次變更前後募集資金計畫:不適用\n6.預計執行進度:不適用\n7.預計完成日期:不適用\n8.預計可能產生效益:不適用\n9.與原預計效益產生之差異:不適用\n10.本次變更對股東權益之影響:無\n11.原主辦承銷商評估意見摘要:不適用\n12.其他應敘明事項:無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""泰鼎-KY""}, ""datetime"": ""115/01/28 19:44:18""}",2026-01-28 19:44:15
1150127|sii|3416|2,115/01/27,19:28:01,3416,融程電,更正114/11/4公告修訂本公司「國內第三次無擔保轉換公司債發行及轉換辦法」,公司債,1150127,sii,2,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""3416"", ""data"": [[2, ""115/01/27"", ""19:28:01"", ""劉至原"", ""會計主管"", ""02-85110288"", ""更正114/11/4公告修訂本公司「國內第三次無擔保轉換公司\r\n債發行及轉換辦法」"", ""11"", ""115/01/27"", ""1.事實發生日:115/01/27\n2.原公告申報日期:112/11/07\n3.簡述原公告申報內容:\n(1)本公司民國112年11月07日董事會通過並公告「國內第三次無擔保轉換公司債發行及\n   轉換辦法」。\n(2)辦法修正前內容如下:\n   九、轉換期間：\n       債權人自本轉換公司債發行滿三個月之次日(民國113年4月26日)起，至到期日\n       (民國116年1月25日)止，除(一)普通股依法暫停過戶期間；(二)本公司無償配股\n       停止過戶日、現金股息停止過戶日或現金增資認股停止過戶日前十五個營業日起\n       ，至權利分派基準日止；(三)辦理減資之減資基準日起至減資換發股票開始交易\n       日前一日止；(四)辦理股票變更面額之停止轉換起始日至新股換發股票開始交易\n       日前一日止，不得請求轉換之外，得隨時向本公司請求依本辦法將本轉換公司債\n       轉換為本公司普通股股票，並依本辦法第十條、第十一條、第十二條及第十六條\n       規定辦理。\n       前項股票變更面額之停止轉換起始日係指向經濟部申請變更登記之前一個營業\n       日。本公司將於該起始日前四個營業日公告停止轉換期間。\n4.變動緣由及主要內容:\n(1)依金管證發字第1140382105號令及「發行人募集與發行有價證券處理準則」第32條\n   第2項之規定，修正本公司「國內第三次無擔保轉換公司債發行及轉換辦法」，轉換\n   公司債持有者不受股東常會及股東臨時會停過期間轉換限制，以提升投資人權益。\n(2)辦法修正後內容如下:\n   九、轉換期間：\n       債權人自本轉換公司債發行滿三個月之次日(民國113年4月26日)起，至到期日\n       (民國116年1月25日)止，除(一)普通股依法暫停過戶期間；(二)本公司無償配股\n       停止過戶日、現金股息停止過戶日或現金增資認股停止過戶日前十五個營業日起\n       ，至權利分派基準日止；(三)辦理減資之減資基準日起至減資換發股票開始交易\n       日前一日止；(四)辦理股票變更面額之停止轉換起始日至新股換發股票開始交易\n       日前一日止，不得請求轉換之外，得隨時向本公司請求依本辦法將本轉換公司債\n       轉換為本公司普通股股票，並依本辦法第十條、第十一條、第十二條及第十六條\n       規定辦理。\n       前項股票變更面額之停止轉換起始日係指向經濟部申請變更登記之前一個營業\n       日。本公司將於該起始日前四個營業日公告停止轉換期間。\n\t第一項依法停止過戶期間不得轉換之限制，不包括股東常會及股東臨時會之\n       停止過戶期間。\n5.變動後對公司財務業務之影響:無\n6.其他應敘明事項:本公司董事會通過「國內第三次無擔保轉換公司債發行及轉換辦法」\n修正後，將於公開資訊觀測站公告並指定30日以上期限，債權人得於公告期限內向\n本公司提出異議。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""融程電""}, ""datetime"": ""115/01/28 19:44:19""}",2026-01-28 19:44:15
1150128|sii|6835|1,115/01/28,08:17:01,6835,圓裕,本公司修訂「國內第一次無擔保轉換公司債發行及轉換辦法」之債權人異議期間屆滿公告,公司債,1150128,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""6835"", ""data"": [[1, ""115/01/28"", ""08:17:01"", ""郭明豐"", ""副總經理"", ""(02)22184523"", ""本公司修訂「國內第一次無擔保轉換公司債\r\n發行及轉換辦法」之債權人異議期間屆滿公告"", ""51"", ""115/01/28"", ""1.事實發生日:115/01/28\n2.公司名稱:圓裕企業股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:\n依本公司114年12月24日修訂「國內第一次無擔保轉換公司債發行及\n轉換辦法」之債權人公告，已訂定債權人異議期間自114年12月24日\n至115年1月24日止。\n6.因應措施:\n(1)截至115年1月24日止，債權人聲明異議期間已屆滿三十日，本公司\n   尚無接獲債權人異議聲明通知。\n(2)本公司將按公司法第248條第4項規定，呈奉證券主管機管申報核准。\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):無""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""圓裕""}, ""datetime"": ""115/01/28 19:44:19""}",2026-01-28 19:44:15
1150128|sii|3605|1,115/01/28,11:13:22,3605,宏致,公告本公司114年度現金增資認股基準日相關事宜(更正本公司國內第三次無擔保轉換公司債停止受理轉換期間),現金增資|公司債,1150128,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""3605"", ""data"": [[1, ""115/01/28"", ""11:13:22"", ""扶大桂"", ""行政處資深處長"", ""(03)4632808"", ""公告本公司114年度現金增資認股基準日相關事宜\r\n(更正本公司國內第三次無擔保轉換公司債停止受理轉換期間)"", ""11"", ""115/01/28"", ""1.董事會決議或公司決定增資基準日期:115/01/27\n2.是否採總括申報發行新股(是，請併敘明預定發行期間/否):否\n3.主管機關申報生效日期:115/01/19\n4.董事會決議(追補)發行日期:114/12/22\n5.發行總金額及股數:\n (1)發行總金額:新台幣110,000仟元\n (2)發行股數:普通股11,000仟股\n6.採總括申報發行新股案件，本次發行金額及股數:不適用\n7.採總括申報發行新股案件，本次發行後，剩餘之金額及股數餘額:不適用\n8.每股面額:新台幣10元\n9.發行價格:實際發行價格俟訂定後另行公告\n10.員工認股股數:發行新股總數之15%計1,650,000股由本公司員工認購\n11.原股東認購比率:\n  發行新股總數之75%計8,250,000股，由原股東按認股基準日股東名冊記載之股東持股\n  比例認購，每仟股認購50.370987股；嗣後如因本公司流通在外股數發生變動而使原\n  股東認購比率因此發生變動時，授權董事長辦理相關調整事宜。\n12.公開銷售方式及股數:\n  增資發行股數之10%計1,100,000股，對外公開承銷。\n13.畸零股及逾期未認購股份之處理方式:\n  原股東認購不足一股之畸零股，由股東自停止過戶起五日內至本公司股務代理機構辦\n  理拼湊一整股認購。原股東及員工放棄認購或拼湊不足一股之畸零股部分，授權董事\n  長洽特定人按發行價格承購。\n14.本次發行新股之權利義務:與原已發行之普通股股份相同。\n15.本次增資資金用途:償還銀行借款及充實營運資金\n16.現金增資認股基準日:115/03/10\n17.最後過戶日:115/03/05\n18.停止過戶起始日期:115/03/06\n19.停止過戶截止日期:115/03/10\n20.股款繳納期間:\n  (1)原股東及員工繳款期間：115/03/18~115/03/24\n  (2)原股東及員工未認股洽特定人繳款期間：115/03/25~115/03/27\n21.與代收及專戶存儲價款行庫訂約日期:俟正式簽約後另行公告。\n22.委託代收存款機構:俟正式簽約後另行公告。\n23.委託存儲款項機構:俟正式簽約後另行公告。\n24.其他應敘明事項:\n  (1)本公司辦理現金增資發行普通股11,000,000股乙案，業經金融監督管理委員會115\n     年1月19日金管證發字第1140369435號函申報生效在案。\n  (2)本次現金增資計畫有關發行股數、發行價格及發行條件之訂定，以及本計畫所需\n     資金總額、資金來源、計畫項目、資金運用進度、預計可能產生效益及其他相關\n     事宜，如遇法令變更、經主管機關修正、客觀環境改變或因應主客觀環境需要而\n     須修正或調整時，授權董事長得全權辦理修正或調整。\n  (3)本公司國內第三次無擔保轉換公司債停止受理轉換期間為115年2月3日至115年3月\n     10日止，債券持有人如擬申請轉換，最遲應於停止受理轉換登記之始日\n     (115年2月3日)之前一營業日前(115年1月30日)，向往來證券商辦理轉換手續。\n  (4)參與現增之最後買進日：115/03/03""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""宏致""}, ""datetime"": ""115/01/28 19:44:20""}",2026-01-28 19:44:15
1150127|sii|2002|1,115/01/28,13:38:35,2002,中鋼,公告本公司114年12月份自結合併營收及稅前損益,自結合併,1150127,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""2002"", ""data"": [[1, ""115/01/28"", ""13:38:35"", ""鄭際昭"", ""執行副總經理"", ""07-8021111 ext:2003"", ""公告本公司114年12月份自結合併營收及稅前損益"", ""51"", ""115/01/28"", ""1.事實發生日:115/01/28\n2.公司名稱:中鋼公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:無\n6.因應措施:無\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n 本公司自行結算114年12月份之合併營業收入25,543,419千元；自行結算合併稅前淨利\n 378,760千元。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""中鋼""}, ""datetime"": ""115/01/28 19:44:21""}",2026-01-28 19:44:15
1150127|sii|1529|2,115/01/28,14:11:12,1529,樂事綠能,公告本公司114年12月自結合併損益,自結合併,1150127,sii,2,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""1529"", ""data"": [[2, ""115/01/28"", ""14:11:12"", ""陳介仁"", ""董事長"", ""(06)221-7189"", ""公告本公司114年12月自結合併損益"", ""51"", ""115/01/28"", ""1.事實發生日:115/01/28\n2.公司名稱:樂事綠能科技股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:公告本公司114年12月自結合併損益\n6.因應措施:無\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n會計科目(單位：仟元)                114年12月    114年01-12月\n------------------------------    -----------    ------------\n合併營業收入淨額                    121,570         925,517\n合併營業損益                         13,665          69,918\n合併稅前損益                          5,528         178,460\n備註:\n自結數尚未經會計師簽證,實際數字以本公司公告經會計師簽證之財務報告為據。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""樂事綠能""}, ""datetime"": ""115/01/28 19:44:22""}",2026-01-28 19:44:15
1150128|sii|1598|1,115/01/28,14:19:27,1598,岱宇,本公司修訂「國內第四次無擔保轉換公司債發行及轉換辦法」業經金融監督管理委員會核准,公司債,1150128,sii,1,"{""code"": 200, ""message"": ""查詢成功"", ""result"": {""marketName"": ""上市公司"", ""companyId"": ""1598"", ""data"": [[1, ""115/01/28"", ""14:19:27"", ""邱源聲"", ""副總經理"", ""(02)25152288"", ""本公司修訂「國內第四次無擔保轉換公司債發行及轉換辦法」\r\n業經金融監督管理委員會核准"", ""51"", ""115/01/28"", ""1.事實發生日:115/01/28\n2.公司名稱:岱宇國際股份有限公司\n3.與公司關係(請輸入本公司或子公司):本公司\n4.相互持股比例:不適用\n5.發生緣由:\n (1)依據金融監督管理委員會114年5月5日金管證發字第1140382105號函規定辦理。\n (2)本公司業經114年11月11日董事會決議通過修訂國內第四次無擔保轉換公司債發行　\n    及轉換辦法案，業經金融監督管理委員會115年1月23日金管證發字第1150331945號\n    函申報生效在案。\n6.因應措施:無。\n7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時\n  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):\n 本公司經申報核准後完整「國內第四次無擔保轉換公司債發行及轉換辦法」\n 請至公開資訊觀測站「債券發行資訊查詢」。""]], ""footer"": [""以上資料均由各公司依發言當時所屬市場別之規定申報後，由本系統對外公佈，資料如有虛偽不實，均由該公司負責。""], ""header"": {""note"": [], ""subTitle"": [], ""mainTitle"": [""公司當日重大訊息之詳細內容""]}, ""titles"": [{""sub"": [], ""main"": ""序號""}, {""sub"": [], ""main"": ""發言日期""}, {""sub"": [], ""main"": ""發言時間""}, {""sub"": [], ""main"": ""發言人""}, {""sub"": [], ""main"": ""發言人職稱""}, {""sub"": [], ""main"": ""發言人電話""}, {""sub"": [], ""main"": ""主旨""}, {""sub"": [], ""main"": ""符合條款""}, {""sub"": [], ""main"": ""事實發生日""}, {""sub"": [], ""main"": ""說明""}], ""companyAbbreviation"": ""岱宇""}, ""datetime"": ""115/01/28 19:44:22""}",2026-01-28 19:44:15
